Area,1958,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.56,,,,,41.24,,,,,40.76,,,,,,,,,,,,,49.63,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.226,,,,,,
Spain,,,,,,,,,,,,,,,,,49.19,,,,,54.42,,,,,,62.51,,,,,50.17,,,,,,47.03,,,,,48.41,,,,,47.68,,,,,50.1,,43.65,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.51,,,,,,,,,,91.23,,,,,90.81,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.6,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.951,,,,,,,,,,,,,4.298,,,,,,3.951,,,,,,,,,,,
Sweden,,,,,,,,,,,,5.877000000000001,,,,,5.9670000000000005,,,,,5.925,,,,,4.2860000000000005,,,,,,,4.29,,,,,3.912,,,,,3.861,,,,,3.795,,,3.88,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,9.908,,,,,9.874,,,,,10.09,,,,,,,10.28,,,,,9.76,,,,,9.603,,,,,,,,,,7.647,,,,,
Syrian Arab Republic,,,,,,,,,,,,,,,,,29.75,,,,,,,,,,,,,,,,,,,,,,128.5,,,,,145.7,,,125.9,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,76.92,,,,,,73.82,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.02,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.27,,,,,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3840000000000001,,,,,,,,,,,,,,,2.57,,,,,,,,,,,,,,,
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,,,18.98,,,,,18.68,,,,,,20.33,,,,,,
Tunisia,,,,,,,,,,,,,,,,,27.17,,,,,48.24,,,,,58.4,,,,,77.88,,,,,72.34,,,,,,71.33,,,,,,,,,,81.68,,,,,,121.1
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.47,,,,,,,,31.2,,,29.75,,,,,31.17,,,,,,,,43.76,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1,,,,,,128.3,,,,143.5,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.904,,,,,,5.827999999999999,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.68,,,,,,,,23.68,,,,,19.53,,,,,19.24,,,,,,12.69,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,1149.0,,,,,1556.0,,,,,1867.0,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,22.98,,,,,19.61,,,,,20.49,,,,,20.61,,,,,,,26.91,,,,,14.46,,,,,13.67,,,,14.36,
United Republic of Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96,,,,,,,,,,,,,,,
United States of America,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,,,29.47,,,,,,,,,,30.01,,,,,30.33,,,,,26.53,,,,,28.16,,
Uruguay,,,,,,,1.7380000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.786,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.2,,,,,,,154.1,,,,141.0,,,,,,,,,,,151.5,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (Bolivarian Republic of),,,,,,,,,,,,1.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,,,,,,,7.54,,,,,,,,,,
Viet Nam,,,,,,,,,,,,,,,,,,,,,,8.385,,,,,10.03,,,,,,,,,,,,,,,,,,,,18.13,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1,,,,,,,,,,161.1,,,,,168.6,,,,,,,,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1510000000000002,,3.077,,,,,,,,2.835,,,,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.45,,,,,,,,,,,,,,,39.48,,,,,33.51,,,,,,,,,,
