Area,YearBin,gdp-2_pop2,gdp-2_pop0,gdp0_pop2,gdp0_pop0,gdp2_pop2,gdp2_pop0
Bolivia (Plurinational State of),2030,9.493423524990607,5.002300639416796,10.86544532130778,4.996851560123298,10.692653137918079,5.020329575906839
Bosnia and Herzegovina,2020,3.1932296032841676,3.948035722721762,3.1932296032841676,4.106689994523444,3.670321683895504,4.583782075134781
Bosnia and Herzegovina,2025,2.8576668249362798,3.4208555545057373,3.087280469124957,4.056601906918756,3.11512095901724,4.596564279650053
Bosnia and Herzegovina,2030,4.1334494967182875,3.5103020893539987,4.316292199979317,4.369256842731062,4.4404363640637206,4.562328998552222
Botswana,2020,10.111328695537448,3.9559089930624305,10.102614554228934,3.8926210894524518,10.102614554228934,4.4860889691275885
Botswana,2025,11.041917655301352,10.102614554228934,11.041917655301352,10.102614554228934,11.254683789326505,10.315380688254086
Botswana,2030,12.951972778469512,11.205081237161995,13.164738912494665,11.417847371187147,13.164738912494665,11.417847371187147
Brazil,2020,13.705122143420022,4.906966115051221,13.705122143420022,4.906966115051221,13.705122143420022,4.906966115051221
Brazil,2025,17.19829261886,7.0970843183609125,17.19829261886,7.0970843183609125,17.19829261886,7.11494089834515
Brazil,2030,19.807407407407407,10.331704754399793,19.807407407407407,10.331704754399793,19.80039401103231,10.349561334384033
Brunei Darussalam,2020,5.515435217535819,3.082577057944429,5.515435217535819,3.082577057944429,5.465824566945516,3.0430141340559578
Brunei Darussalam,2025,9.142504877480382,4.733461225689937,8.568035764578717,4.158992112788271,8.560894701672769,4.151851049882324
Brunei Darussalam,2030,7.768952092661582,6.347377327171975,7.159943919222363,5.465824566945516,7.20084354960956,5.506724197332713
Bulgaria,2020,45.56868850204445,53.94486865355908,45.56868850204445,53.94486865355908,45.10868899481307,54.2513707355065
Bulgaria,2025,45.22869145083443,53.94486865355908,44.95692955663187,54.2513707355065,44.95692955663187,54.2513707355065
Bulgaria,2030,46.198859003897994,59.40351304708409,46.505361085845415,59.40351304708409,46.545963956664856,59.990236217885915
Burkina Faso,2020,53.79563150626728,54.07968716804759,54.76846983216488,55.0525254939452,59.85371521138731,65.11716326747398
Burkina Faso,2025,68.90279105587425,58.62881612492034,75.02372795835991,62.243220203951566,67.03910930529001,54.25860155088167
Burkina Faso,2030,53.963976524325474,65.85717813894202,39.64395315487572,48.1998380072233,39.92499203314213,52.02091300191205
Burundi,2020,74.23737073618025,57.84271365177024,70.62181841059885,54.22716132618885,73.22635601961046,69.89694441323665
Burundi,2025,337.71406653746794,166.68419744755144,337.71406653746794,149.60918863853098,337.71406653746794,152.50361803423218
Burundi,2030,289.72125322997425,303.7655038759691,289.72125322997425,303.7655038759691,224.83058785529732,212.06169250646008
Cambodia,2020,5.99532141538786,6.047144439171016,5.884864209249592,6.128919474766652,5.884864209249592,6.128919474766652
Cambodia,2025,6.077080630701894,5.790920740389177,6.619874492432631,6.045880398671097,6.075609344512999,5.983445657332702
Cambodia,2030,5.314628487053736,6.090875916257976,6.3446184675420545,6.9469219005431615,6.132958920002109,6.662701049412012
Cameroon,2020,12.174523991710503,12.519086402040488,13.684143449249618,14.219054974835464,10.295286443032497,11.697199403338571
Cameroon,2025,11.416248206599711,13.917907198651818,8.57593256814921,10.459179317255355,11.215243902439022,13.755209924620253
Cameroon,2030,16.916220309261913,13.940788754526197,15.1304798342101,16.080578328892532,18.78200223178702,18.153187128509938
Canada,2020,3.810924994783358,3.798898447123443,3.810924994783358,3.7984521718059003,3.810924994783358,3.7984521718059003
Canada,2025,3.9650616236882668,3.787409718435949,3.9650616236882668,3.787409718435949,3.9414635541824,3.7638116489300835
Canada,2030,4.261361826295915,3.81360264668861,4.261361826295915,3.794412808034302,4.25590353587367,3.7708147385284354
Central African Republic,2020,8.197159805774332,6.476658409834332,8.614027089724948,6.8935256937849525,8.60906138327776,7.061540954415954
Central African Republic,2025,7.589214529428591,6.7556766096152066,7.740620908029414,6.750027359174291,9.324040028828453,9.53780544867952
Central African Republic,2030,9.33874873724752,5.558988338010271,10.858679428172362,8.11158785608693,11.224510446690882,7.898010739684812
Chad,2020,87.38654513888889,83.45374348958332,104.97254774305551,101.19697265624997,160.4845106336805,162.90649414062494
Chad,2025,78.34169921875,62.345817057291676,143.26164822048602,137.4525282118055,156.0052191840277,142.08371310763883
Chad,2030,73.07493489583332,78.33084852430554,133.34209526909717,152.25412326388886,136.22515190972214,154.80254448784717
Chile,2020,8.596901980700865,8.596901980700865,8.397223632977825,8.397223632977825,8.289385474860337,8.289385474860337
Chile,2025,8.442669713898766,8.397223632977825,8.334831555781278,8.289385474860337,8.042297274420182,7.99685119349924
Chile,2030,7.157144066361943,8.289385474860337,6.864609785000846,7.99685119349924,6.864609785000846,7.99685119349924
China,2020,43.35281227173121,43.35281227173121,43.35281227173121,43.35281227173121,43.35281227173121,43.35281227173121
China,2025,43.35281227173121,43.35281227173121,43.35281227173121,43.35281227173121,43.35281227173121,43.35281227173121
China,2030,43.35281227173121,43.35281227173121,43.35281227173121,43.35281227173121,43.35281227173121,43.35281227173121
Colombia,2020,5.36537250499002,3.269496257485029,5.374454341317365,3.2785780938123743,5.379244760479041,3.2833685129740506
Colombia,2025,5.5780501497006,4.748256736526946,5.646064121756487,4.8162707085828345,5.646064121756487,4.902448353293413
Colombia,2030,6.228294411177645,5.374454341317365,6.2330848303393225,5.433386477045909,5.957910179640719,5.327548153692615
Congo,2020,1.4985639750729245,1.2324303409677733,1.6377644523998935,1.3292083839272004,1.6719132193052235,1.3633571508325304
Congo,2025,2.887106138955183,1.4985639750729245,2.9752405860514446,1.6719132193052235,3.009262065765048,1.7086276186687877
Congo,2030,3.5521923892866596,2.828794683107928,3.6403268363829215,2.9169291302041893,4.469191858923362,3.22610574118271
Costa Rica,2020,5.749234075477675,4.353063603529685,5.604782994704068,4.208612522756078,5.5816885692205656,4.185518097272574
Costa Rica,2025,4.690377894211085,5.239563413920279,4.690377894211085,5.072017907663169,4.761367655303234,5.173707327458391
Costa Rica,2030,5.182679271177564,5.749234075477675,5.208902251837405,5.608480378094285,5.258468702641057,5.815976585906192
Croatia,2020,2.7744427559208122,2.3096156371444234,2.758707521742659,2.2693583931841457,2.5759256063234615,2.1152708151659314
Croatia,2025,3.1932770570564144,2.3717211717029927,2.959578437917044,2.1761744266475773,2.961616380706432,2.167496495715311
Croatia,2030,3.62145068978207,2.380928324470478,3.3576646243702823,2.1853815794150626,3.7467932165017643,2.3358349578713318
Cuba,2020,20.486900028657253,21.61452584818054,20.486900028657253,21.61452584818054,21.809504535796425,22.937130355319713
Cuba,2025,24.707467753615997,22.643788643575288,25.009549294988783,23.43241757872065,26.03310186872199,24.39059943165564
Cuba,2030,38.615861001204195,22.945870184948074,43.94143395072348,24.39059943165564,44.29592675420992,24.63315921145953
Cyprus,2020,93.18948067540738,72.66088108985501,93.18948067540738,72.66088108985501,93.18948067540738,72.66088108985501
Cyprus,2025,108.63635644594525,71.42371445356315,108.63635644594525,71.42371445356315,112.82504486098686,75.66756355143083
Cyprus,2030,112.80343570398952,93.18948067540738,116.99212411903113,97.43332977327508,126.10699594774225,98.44301358181733
Czechia,2020,93.08100023916536,47.28915421009304,93.01611783851655,47.15938940879539,93.01611783851655,47.15938940879539
Czechia,2025,97.10016082310696,47.15938940879539,97.10016082310696,47.15938940879539,97.10016082310696,46.54908932769238
Czechia,2030,213.69354418001492,49.68878924658938,213.69354418001492,49.07848916548639,208.75301971394302,46.51843351981637
Côte d'Ivoire,2020,26.83585765713173,27.455238859700323,27.092425082700906,27.711806285269503,28.040907277680475,28.731946390348313
Côte d'Ivoire,2025,30.03031961471103,45.387879451255095,42.67527729130179,54.11456509048451,49.48219497956801,58.43169877408055
Côte d'Ivoire,2030,70.67770967114222,52.42907180385287,78.68593111500292,57.70607122008172,67.17294220665498,54.18490951546993
Democratic Republic of the Congo,2020,9.305901832798614,9.036150754139468,9.606082531253458,9.336331452594312,9.606082531253458,9.336331452594312
Democratic Republic of the Congo,2025,10.978887045027102,9.587760814249364,10.978887045027102,9.587760814249364,12.385750636132315,10.944895453036843
Democratic Republic of the Congo,2030,10.420196924438544,10.988069476712024,10.975970793229338,12.394933067817233,14.055672087620312,16.10993693992698
Denmark,2020,71.34700894735035,142.7101068681484,70.18728296934421,141.47718817335846,70.26047568612806,141.5503808901423
Denmark,2025,66.0564529196391,91.2422676457459,64.89672694163296,90.08254166773978,64.89672694163296,90.08254166773978
Denmark,2030,59.20514729359037,83.17448325778844,58.390652972335644,81.11517191832566,62.327014969811756,81.11517191832566
Dominican Republic,2020,36.981091149251284,37.20905242908576,37.82171222366198,38.049673503496464,37.82171222366198,38.049673503496464
Dominican Republic,2025,70.22382459389394,37.82171222366198,67.24678082434296,40.70888924772662,68.81147453601073,40.81104693633964
Dominican Republic,2030,74.40952979137418,40.406942155433704,90.36632675681672,37.79333098274472,90.32260646813965,37.79333098274472
Ecuador,2020,9.186534807721538,9.737089603283174,9.267291761665907,9.817846557227542,9.208924228606172,9.759479024167806
Ecuador,2025,10.809479024167807,9.438487992096064,10.539179586563309,9.168188554491563,11.201780285757714,9.303687870497036
Ecuador,2030,10.20798943608451,9.54486434108527,10.239954780361758,9.194902340781274,11.406703146374827,10.05516795865633
Egypt,2020,150.62665452337578,126.43114754098357,150.62665452337578,126.43114754098357,150.62665452337578,126.43114754098357
Egypt,2025,153.35282331511834,150.62665452337578,153.35282331511834,150.62665452337578,153.11542197935634,150.38925318761383
Egypt,2030,168.15063752276868,151.14274438372797,164.3811576603926,147.2113539769277,164.3811576603926,147.2113539769277
El Salvador,2020,17.501600187305446,19.153263734820513,19.697253055439596,21.34891660295466,19.975273433896653,21.62693698141172
El Salvador,2025,20.59518731890723,19.661641256134715,23.285997704196713,22.352451641424196,23.37478955281389,22.63017050189415
El Salvador,2030,32.98151751328485,23.93357483305893,34.24500413063921,25.07749397276722,35.594972939123295,24.115246104187474
Equatorial Guinea,2020,3.6400767793889672,3.5925939370088886,4.285581876701293,4.101398385572373,3.9045397595145976,3.673073547759583
Equatorial Guinea,2025,6.968346961539576,4.196992133111549,6.572692549017694,4.007763423400912,6.764505956493753,4.19957683087697
Equatorial Guinea,2030,8.609953094641538,6.675411115591683,8.584620997020282,6.867224523067742,8.773192131374552,6.867224523067742
Eritrea,2020,18.700271120382013,23.46761623046906,19.824202251974434,25.701698411728664,19.824202251974434,25.701698411728664
Eritrea,2025,47.0518888446956,20.493685098876636,54.78614383701508,25.998677418385096,57.473771845207615,28.592763439890465
Eritrea,2030,48.32083405718918,41.51798745422739,58.742717057701206,49.617065795241196,59.915272101224005,52.554213772711755
Estonia,2020,14.825577981084255,15.807584327543218,14.825577981084255,15.807584327543218,14.819159403268012,15.801165749726977
Estonia,2025,17.49860012157178,16.719563268838478,17.492181543755535,16.713144691022233,17.863812992382876,16.713144691022233
Estonia,2030,17.2221144732233,16.713144691022233,17.593745921850637,16.713144691022233,17.593745921850637,16.713144691022233
Eswatini,2020,54.368090531473605,53.3537228381363,52.96029984318183,51.94593214984451,54.18642980133793,52.35942594242327
Eswatini,2025,56.4838201424609,54.71376954381929,56.910431939443065,53.305978855527506,58.44449782917346,52.664784517710075
Eswatini,2030,62.314579442065515,55.59136173295831,62.74119123904768,52.81493955915052,63.739047171544144,49.615169527681154
Ethiopia,2020,226.60331294597347,223.1374617737003,226.60331294597347,223.1374617737003,226.60331294597347,223.1374617737003
Ethiopia,2025,233.73073394495412,226.60331294597347,239.36121304791033,231.1226809378185,256.36676860346586,234.90091743119262
Ethiopia,2030,240.8627420998981,250.99118246687053,257.86829765545366,246.16595310907238,257.86829765545366,246.16595310907238
Finland,2020,13.057886021706278,12.377215191995841,13.057886021706278,12.377215191995841,12.624955818560275,11.944284988849846
Finland,2025,12.210392830366747,14.45910595161959,11.777462627220752,14.02617574847359,11.812953892733358,14.061667013986197
Finland,2030,9.252060643139606,21.196280878502844,8.81913043999361,20.758687012405293,8.690305111500273,20.798841940869455
France,2020,38.38863112433978,33.802270273424966,38.453996323207576,33.8305757390061,36.182263853628655,32.1798126586711
France,2025,40.40036184306516,35.37439084887217,36.41804546383029,32.1798126586711,36.6360267296974,32.247804137850544
France,2030,56.94419154337739,35.979894365169685,53.59976947095042,32.79844757652689,53.69023023724065,32.872567043100176
Gabon,2020,1.3110791267497048,1.0019214853537963,1.2930526526221475,0.9838950112262389,1.2930526526221475,0.9838950112262389
Gabon,2025,5.9735626027386495,1.3110791267497048,5.9735626027386495,1.2930526526221475,5.9735626027386495,1.3879985009975988
Gabon,2030,9.19403099114928,4.98706841902425,6.2126029927537685,4.98706841902425,6.2126029927537685,5.302712221671662
Gambia,2020,21.961196531063862,10.20386132603401,24.163472883100987,12.640224962397642,26.64776557074294,13.184737069110707
Gambia,2025,32.179450365370506,32.83262686723122,31.86445833985216,32.51763484171287,37.27888973514481,32.51763484171287
Gambia,2030,32.620149219944956,28.357444420756902,31.908438814454648,29.166032695852362,27.398869436464228,27.734271474617454
Georgia,2020,4.454693827175146,4.5858444236388305,4.502359408065483,4.633510004529168,4.594009788087197,4.7153045515191545
Georgia,2025,4.930052521141331,4.391067007786496,4.909976516798226,4.472861554776483,5.129696706127535,4.539137859000671
Georgia,2030,5.19188899116184,4.405445702442064,5.355040233694191,4.471722006666252,8.425800277125246,4.471722006666252
Germany,2020,56.75488852339182,48.285613121345044,56.75488852339182,48.4272432383041,56.75488852339182,48.4272432383041
Germany,2025,74.41981907894738,48.285613121345044,74.41981907894738,48.4272432383041,93.14194992690061,69.54337993421053
Germany,2030,87.83615070662769,52.34445815058481,87.83615070662769,52.34445815058481,106.55828155458089,71.06658899853804
Ghana,2020,24.146033129904097,21.954162549646416,25.699215344376633,23.589297684781556,36.22914850334205,34.91260486292744
Ghana,2025,32.153346895282375,30.57120023249055,44.856776130969685,42.06974716652135,55.848929574736005,49.33420517291483
Ghana,2030,141.54838709677415,51.25356001162451,150.33057250799183,56.4561174077303,146.7015402499273,50.804853240337096
Greece,2020,18.515332521241735,18.933016017865143,18.515332521241735,18.771305855345762,18.515332521241735,18.771305855345762
Greece,2025,19.253720140096682,18.73413207424117,19.253720140096682,18.572421911721783,19.253720140096682,18.510179009300852
Greece,2030,33.408663375576815,18.98698122118297,33.408663375576815,18.98698122118297,32.521505329406025,18.717068316635228
Guatemala,2020,21.92787760116716,21.360516010135907,22.151961913537583,21.58460032250633,23.348383628964136,22.781022037932882
Guatemala,2025,24.50064309298932,21.92787760116716,25.28229862550871,23.348383628964136,24.171475466482374,22.38925362819626
Guatemala,2030,28.491102280580513,24.91690662673731,28.903008139445593,24.743290716424788,30.1133091453582,26.572650310988248
Guinea,2020,6.673477018043685,2.734009600276267,6.69211975308642,2.759463568530235,6.262683855650522,2.681508479175146
Guinea,2025,12.84701965811966,8.880964957264958,11.24916923076923,7.6756307692307715,19.080316239316243,18.454815384615387
Guinea,2030,11.351138461538461,10.198861538461538,26.20070341880343,20.019261538461542,26.978554700854705,20.910984615384624
Guinea-Bissau,2020,4.3302657044601505,3.8548774365077803,5.0310254385532165,4.555637170600848,4.806269082061993,4.341517091412568
Guinea-Bissau,2025,10.066037355648467,5.611869455647233,9.75650905142451,5.804207116250026,12.203346658262115,5.779598062752084
Guinea-Bissau,2030,7.983753298630297,7.828113697490694,11.384892899769897,9.096489765866762,9.360889094932757,9.239832595876258
Guyana,2020,2.272889335845957,2.48996019666111,2.272889335845957,2.48996019666111,2.2097919233649828,2.426862784180135
Guyana,2025,1.9437036433040997,2.3680187117972507,1.9804819284385495,2.304921299316277,2.327256831195187,2.5300269986228883
Guyana,2030,1.6039310025126234,2.322833526612065,1.8637962147568305,2.5854100529100528,1.796145276146988,2.4479950351525694
Haiti,2020,14.815339378364767,17.533472564123855,14.889703197332903,17.607836383091993,14.889703197332903,17.607836383091993
Haiti,2025,25.201944275785202,12.384489452910529,24.060788202974454,12.644729945165405,27.579208794136854,24.14087246686168
Haiti,2030,38.12082641579046,15.099087005637571,31.44425997663408,15.32213144828053,57.48459693783435,29.81792244775608
Honduras,2020,12.917942125004982,14.419077962093144,17.213586663574453,16.95688049126755,18.5510423245849,18.294336152277996
Honduras,2025,19.96279575186896,16.240525595603984,24.116449958845,19.76158191441698,24.74841237855548,20.727812381294566
Honduras,2030,23.8740692806698,18.410655839245873,23.98335889815614,21.43413282721811,29.244663343239715,22.91692450586829
Hungary,2020,11.00006587136477,7.295213395832242,11.00006587136477,7.295213395832242,10.951246067104552,7.295213395832242
Hungary,2025,15.01848624584732,7.304424679654925,15.203345198063785,7.5381034361316095,15.43456641280184,7.546009788079413
Hungary,2030,14.078746883310032,8.22048835505312,14.543646854524765,8.168214319359397,14.543646854524765,7.84288328884702
Iceland,2020,1.382000875722849,1.5345336775830054,1.4219428968307894,1.5744756986909454,1.4219428968307894,1.5744756986909454
Iceland,2025,1.2691911642584288,1.4217239661185854,1.2691911642584288,1.4217239661185854,1.2691911642584288,1.4217239661185854
Iceland,2030,1.2452824206187438,1.2614183690416876,1.2452824206187438,1.2614183690416876,1.2452824206187438,1.2614183690416876
India,2020,65.26679672793237,65.28596365129891,65.26679672793237,65.28596365129891,65.26679672793237,65.28596365129891
India,2025,65.01283499332581,65.01283499332581,65.01283499332581,65.01283499332581,65.01283499332581,65.01283499332581
India,2030,64.63189239141596,64.63189239141596,64.1421090461033,64.1421090461033,63.95968100763254,63.95968100763254
Indonesia,2020,37.46002962962964,33.566103703703725,37.46002962962964,33.566103703703725,37.46002962962964,33.566103703703725
Indonesia,2025,36.21914074074075,37.46002962962964,36.21914074074075,37.46002962962964,36.21914074074075,37.46002962962964
Indonesia,2030,36.21914074074075,37.46002962962964,36.21914074074075,37.46002962962964,36.21914074074075,37.46002962962964
Iran (Islamic Republic of),2020,74.03910761154853,70.99448818897635,74.03910761154853,70.99448818897635,74.03910761154853,70.99448818897635
Iran (Islamic Republic of),2025,73.63101973364438,72.8171770195392,73.63101973364438,72.8171770195392,70.28222999902789,69.4683872849227
Iran (Islamic Republic of),2030,80.65532225138521,74.602828813065,77.3065325167687,71.25403907844851,77.4917177019539,70.04231554389034
Iraq,2020,63.167134831460686,65.32724719101124,63.167134831460686,65.32724719101124,61.60422518726593,63.76433754681647
Iraq,2025,85.90308988764046,67.75304307116104,85.90308988764046,67.75304307116104,85.50965589887642,65.67562031835205
Iraq,2030,102.77200374531834,84.91900749063672,102.4632490636704,84.28493679775282,104.93398876404491,85.04195926966294
Ireland,2020,7.542750908993689,11.203136352872876,7.542750908993689,11.325506763982464,8.027455753395358,11.855888541332476
Ireland,2025,9.973545075393002,8.327969067479414,9.973545075393002,8.327969067479414,9.43467222756924,8.164189792535558
Ireland,2030,10.049096353331189,8.327969067479414,9.404165329911237,8.036663324778099,9.404165329911237,8.036663324778099
Israel,2020,308.2887384060977,203.35639446587587,321.6856267965155,219.24228294256756,315.77395202969456,232.4220488529003
Israel,2025,674.4053066795123,218.01304557928762,677.8763905664359,231.19281148962037,679.0957274082384,231.19281148962037
Israel,2030,722.4655833309371,379.9549737035988,731.4006766504667,380.40072184152183,731.4006766504667,380.40072184152183
Italy,2020,31.53417334860634,30.851470026727757,31.53417334860634,30.851470026727757,31.678679472493904,30.736775633682846
Italy,2025,33.21949070402678,25.5178723529239,33.363996827914356,25.5178723529239,31.404558404558408,23.66825270948983
Italy,2030,36.950010279907175,24.604810996563582,36.9406115076218,25.498869210209417,35.02258642464827,23.696830851470033
Japan,2020,37.59486590038314,41.0185440613027,37.428429118773956,40.81823754789274,43.394406130268194,46.78421455938699
Japan,2025,38.36899106002554,41.05593869731802,37.90646232439337,40.559540229885066,44.168531289910604,46.82160919540231
Japan,2030,37.781404853129,41.006896551724154,43.812209450830146,46.82160919540231,43.812209450830146,46.82160919540231
Jordan,2020,527.1340149333629,469.8736747947969,590.6368022483111,500.67627382754347,593.990809705763,504.03028128499534
Jordan,2025,1118.3291762038373,527.1340149333629,1256.7941224880326,593.990809705763,1237.558818959895,593.990809705763
Jordan,2030,970.7261786096652,651.6845373241777,738.6357539286989,568.5800960793001,1149.8295615362847,615.8204696902575
Kazakhstan,2020,27.120983030471173,28.55846858094049,27.120983030471173,28.55846858094049,27.120983030471173,28.55846858094049
Kazakhstan,2025,40.09233828085264,27.358024691358022,40.303185832524164,27.358024691358022,44.42604152217137,29.627780089702693
Kazakhstan,2030,48.09023442918575,30.093956628288712,53.74267505124766,31.669302261062565,53.87198871780644,31.70583067461969
Kenya,2020,314.69414674361093,277.61995053586156,314.251717504809,279.77383896674917,314.251717504809,278.96867271228365
Kenya,2025,496.3595768068152,331.1706512778237,496.5986534762299,328.21269579554826,496.5986534762299,334.095630667766
Kenya,2030,645.3279747183293,487.1317669689477,645.3279747183293,487.1317669689477,645.3279747183293,485.3194558944766
Kyrgyzstan,2020,46.279848719977906,42.5250880517532,46.279848719977906,42.5250880517532,42.64226540828397,42.5250880517532
Kyrgyzstan,2025,36.557091838533886,44.032488726902514,36.413081624736606,43.88847851310524,38.13105130392849,42.519786398502966
Kyrgyzstan,2030,30.90865854446394,38.870530089758866,29.395956216064388,35.53719675642554,34.22601713557188,35.57868644370527
Lao People's Democratic Republic,2020,3.0720336960983143,2.2472420405982896,3.0507690285624607,2.225977373062436,3.121601275411657,2.295169028864261
Lao People's Democratic Republic,2025,5.062883460995218,3.014373294823506,5.001040783898304,2.8162663847843934,5.130258515319425,2.87132070899126
Lao People's Democratic Republic,2030,5.15356198365374,2.672847115729531,5.464356573679098,2.8233868966877442,5.638954574548285,2.6799724392054896
Latvia,2020,1.4252277595383074,1.829025310772512,1.601761511911777,2.005559063145981,1.601761511911777,2.192149778787964
Latvia,2025,1.612670585814369,2.192149778787964,1.612670585814369,2.192149778787964,1.7200561682146833,2.2995353611882776
Latvia,2030,1.6415254276921925,2.192149778787964,1.7489110100925072,2.2995353611882776,1.671041567284938,2.221665918380709
Lebanon,2020,54.23104499929613,56.20180713066825,54.61823946176637,56.589001593138505,54.61823946176637,56.589001593138505
Lebanon,2025,57.45185530679934,53.95925104034692,61.21290588122191,57.720301614769475,61.21290588122191,57.720301614769475
Lebanon,2030,67.06574239310692,52.29727108505094,71.70717367269931,57.094445388653675,67.98015658422861,57.094445388653675
Lesotho,2020,47.393313381816604,19.17306958323263,47.43640392402841,19.604756102792614,46.56511297453008,20.869710864232438
